branch_length_t3,branch_length_t4,branch_length_t5,branch_length_t6,branch_length_t7,branch_length_t8,branch_length_t9,branch_length_t10,compactness_t3,compactness_t4,compactness_t5,compactness_t6,compactness_t7,compactness_t8,compactness_t9,compactness_t10,outer_area_t3,outer_area_t4,outer_area_t5,outer_area_t6,outer_area_t7,outer_area_t8,outer_area_t9,outer_area_t10,rmax_t3,rmax_t4,rmax_t5,rmax_t6,rmax_t7,rmax_t8,rmax_t9,rmax_t10,rmean_t3,rmean_t4,rmean_t5,rmean_t6,rmean_t7,rmean_t8,rmean_t9,rmean_t10,total_area_t3,total_area_t4,total_area_t5,total_area_t6,total_area_t7,total_area_t8,total_area_t9,total_area_t10
0.0309743230523389,0.0379791169581682,0.0883260731563164,0.118096447256091,0.132434384782085,0.173149749359718,0.15213536764223,0.156185014119038,0.00276580773291328,0.00423628581435196,0.0159195918630969,0.0267972648104171,0.0336275161725891,0.0373415840582576,0.0398765664848916,0.0408195305520787,0.00496870765463166,0.0101476724260517,0.037691354725335,0.0750313587423526,0.113060231470953,0.136362806401333,0.145163173355333,0.155833722032345,0.404207455393401,0.477862442114317,0.546265874464614,0.592896828858846,0.628346822319725,0.645820149459849,0.653688030925672,0.662418328183396,0.64787234809351,0.7372586483789,0.79683105686155,0.83830011501401,0.861136270812709,0.870779461324773,0.874341752294022,0.877004041567777,0.490568325598025,0.633163932819258,0.718678234026555,0.781212313862946,0.825050764436582,0.848161308423959,0.854545227897426,0.861380554694608
