nStar,p2sProb,s2pProb,gamma,pa,branch_length_t3,branch_length_t4,branch_length_t5,branch_length_t6,branch_length_t7,branch_length_t8,branch_length_t9,branch_length_t10,compactness_t3,compactness_t4,compactness_t5,compactness_t6,compactness_t7,compactness_t8,compactness_t9,compactness_t10,outer_area_t3,outer_area_t4,outer_area_t5,outer_area_t6,outer_area_t7,outer_area_t8,outer_area_t9,outer_area_t10,rmax_t3,rmax_t4,rmax_t5,rmax_t6,rmax_t7,rmax_t8,rmax_t9,rmax_t10,rmean_t3,rmean_t4,rmean_t5,rmean_t6,rmean_t7,rmean_t8,rmean_t9,rmean_t10,total_area_t3,total_area_t4,total_area_t5,total_area_t6,total_area_t7,total_area_t8,total_area_t9,total_area_t10
0.620684633426161,0.0218143599581056,1.97925264347599,-1.50392922209804,1.75222380006268,0.0365562681960467,0.0357901188625966,0.0554911017227415,0.0698290392487358,0.0772716327736795,0.0742070354398792,0.0754109843924436,0.0750826346781078,0.00585139865765503,0.00539564570691837,0.00945906897488821,0.0236572157221783,0.0306550680263312,0.0341580463352,0.0365811405108737,0.0354506542718757,0.0537566583725767,0.059381036246667,0.0624159317350473,0.0792890653573181,0.0940679274347359,0.0963586233913256,0.0986797512990293,0.0988319110545999,0.448442433073927,0.498199971819713,0.53152667173242,0.565959636192597,0.585915556833133,0.598046540807011,0.597966058080303,0.597861556333826,0.647035982803422,0.735787672163605,0.783807666581365,0.816466759832644,0.836663858440529,0.848573023659217,0.851130187170591,0.854137489894893,0.490684482712705,0.633222483559991,0.718590407915456,0.781491846431606,0.825159366616974,0.848455950861196,0.854624554707451,0.861494823075716
0.547856619260987,0.974675764694192,-1.75697493660342,-1.63789861894659,-0.728438185648281,0.0538493531510628,0.0517698049602697,0.0937985683952455,0.138891929164022,0.166911104787339,0.173478099074054,0.175776547074404,0.177856095265197,0.00563416272957697,0.00532983394677765,0.0154398137513501,0.0424058844978191,0.0551764249555116,0.0627477086257428,0.0653629944328582,0.0678857633895537,0.0407151840496738,0.0518394454523875,0.0622997370126116,0.0909030045188681,0.117503296333614,0.131056580743436,0.135637972656615,0.140518150998915,0.431430476141692,0.49245342719684,0.548057108652607,0.579335596201587,0.616616001865886,0.628537810538154,0.628636673001297,0.62873527922393,0.646932484624804,0.735297319435372,0.786688963389762,0.820453674357094,0.843715416789278,0.854029656166101,0.856895463481154,0.859854852638682,0.49065237424198,0.6330732736078,0.718563021278661,0.781269920236892,0.825127258146249,0.848652379152688,0.854803984396794,0.861543930148588
-0.117281827517878,0.778948530061734,0.720016366716737,-1.07768725745284,-0.77026683098971,0.0616202963903421,0.156513363833373,0.186064838123591,0.204780771840728,0.22240220651008,0.213974563842129,0.222949456033973,0.227984151653788,0.0055610948309357,0.0365874667052795,0.0488163322096273,0.0597355798341446,0.0591715284302865,0.0594200056985511,0.0601100649849824,0.0615574860436929,0.0486551567494471,0.0819947424654639,0.098522058461438,0.117312405003898,0.122084688246793,0.125183214178412,0.124665871009472,0.126104472334867,0.439293641470852,0.509080881396774,0.551287807330127,0.577984982536937,0.606780890550125,0.616333730314923,0.616538289056109,0.616786234827423,0.64700996406321,0.732548062162324,0.780401867603508,0.811540083241851,0.835249179322383,0.846715038767884,0.850676112808243,0.854056841068872,0.490505997390148,0.633450075955421,0.718483694468636,0.781221757530806,0.825162199717332,0.847936549128888,0.854831371033589,0.861785688045808
0.74418392196656,-1.73129110528515,0.0626028053634577,0.253404330969142,4.24193494402391,0.0311932228618961,0.0371035177199396,0.0410437142919686,0.0652321432480354,0.0665455421053784,0.0875599238228663,0.089201672394545,0.0942363680143598,0.00622746615558595,0.00576712312477425,0.00558750600874791,0.0178317895422516,0.0267006404114851,0.0319046442113323,0.0338823529104526,0.0361081104209803,0.0598817801695447,0.0701760792691463,0.0780939196408366,0.0875969880114712,0.0952824389382901,0.0978774544060209,0.101905538117125,0.107283693841292,0.443291683277356,0.499886233240445,0.533923163476209,0.563518644404667,0.576436213846152,0.599210093011276,0.600487286061293,0.600214964434036,0.647829101076262,0.735381062397516,0.783565141870791,0.817103474053944,0.839652814310883,0.851975422836312,0.854977439284,0.856689554014484,0.49060987773661,0.632995835531347,0.718575298046879,0.781203814561871,0.82516503281769,0.847825113848138,0.854481010955977,0.860973532609835
-2.27528190073162,1.90079854964505,3.16078413264521,-1.88756551546753,-0.591997798459617,0.143598275069501,0.190114484600398,0.190552284219513,0.19460193069632,0.196900378696671,0.198542127268349,0.187268787076155,0.182671891075455,0.0599597309752031,0.0553617527950197,0.0533441475246682,0.0490714371617636,0.0495475469233249,0.0497655864656484,0.0476931054522688,0.0474306159541607,0.110069600638739,0.138465377569217,0.145033145927845,0.166294013592569,0.170543420584504,0.179523612704178,0.177050325040903,0.178771113549356,0.519707358846043,0.595856712322153,0.627388451179315,0.651304582808115,0.666589035030955,0.674745640098372,0.674823662090091,0.674940226045269,0.6477776881697,0.733461669078821,0.786206695816814,0.815689095310497,0.838071772538136,0.84682762357232,0.850932827028812,0.853688339984484,0.490745866553796,0.633438743553988,0.719165527288139,0.782482487190137,0.826404986407729,0.850394735872887,0.856930698398902,0.863786801265376
2.12913348810452,1.82843737519724,-3.1339643956791,-2.35508060492631,-2.44959324357315,0.0183875840028019,0.0267057767659742,0.0247356784799597,0.0296609241949959,0.0357901188625966,0.0371035177199396,0.0390736160059541,0.0403870148632971,0.00626350149892149,0.00560034250128315,0.00544276420895161,0.00595300444584694,0.0060085727928889,0.00651251748322717,0.00608904377981189,0.00621228741366578,0.0503870114219412,0.0578705048550028,0.06450743673889,0.0641560860305725,0.07190516740063,0.0754463398939087,0.0743867546869355,0.0750451914474045,0.447073292668175,0.501949604617995,0.544669257736189,0.564141044603607,0.581943993790301,0.589322275836477,0.58913111872219,0.589209943829491,0.647041282344516,0.73549234266515,0.783779263875318,0.818670240755599,0.839799891758377,0.85100620941419,0.854859141252113,0.858189265504614,0.49036339800546,0.633111992646027,0.718465751499702,0.781413463988367,0.824961993958697,0.848266133137207,0.85432141296914,0.861233233475989
-3.88276219387237,-0.599035527576553,-0.383656725445637,2.31672884036281,1.87445815486963,0.12203664382812,0.164284307072653,0.197338178315785,0.189129435457391,0.206860320031522,0.19613422936322,0.19306963202942,0.190333384409956,0.0427737985203563,0.0499676068639849,0.0444910455189116,0.0440591400369915,0.0444313474850136,0.0435895388573655,0.042799701850566,0.0423414667902567,0.0893924731272039,0.121160663549328,0.129637345205114,0.133798222884717,0.136597962387215,0.135051465962416,0.134774811861379,0.136600728928225,0.485253488238072,0.53142814190961,0.556498492567361,0.570791659067887,0.582816028014658,0.593245001113393,0.593375296448501,0.593363362525707,0.643860373285441,0.727099142333165,0.775360116451782,0.809090829802367,0.831701140585081,0.844108473067893,0.847289921879857,0.850031430661996,0.490801584194171,0.633221539193205,0.718529024074365,0.781136764520064,0.824927052387614,0.84830107470829,0.854550894098142,0.861430606134267
-0.442141806236815,1.01381223118779,-3.90443106944942,-0.674734572160513,2.24418731431322,0.0701573889630716,0.126524089924042,0.154652715452138,0.166473305168225,0.166692204977782,0.161000809929295,0.166911104787339,0.160234660595845,0.0238218303077065,0.0574831003826781,0.0674279163949845,0.0794588334692539,0.0764930578469862,0.0729468943891283,0.0720075617936177,0.072307412374495,0.0578068744117642,0.129819936911799,0.167898607378586,0.185228220267569,0.201614442672014,0.201188395356416,0.20432565286218,0.207958121208801,0.501905103417588,0.551303039459573,0.57889404442179,0.627618322842014,0.641466729110949,0.648546265434212,0.648167953873997,0.64792273805429,0.656336270736487,0.738000421372697,0.781786389214873,0.81164198130638,0.831017488999581,0.843776900879992,0.846152109590217,0.849720876860834,0.490408727611188,0.632972226361697,0.718687677694415,0.781369078749424,0.824822227674366,0.848136754887523,0.854273250263053,0.861564706217881
-2.05902526675634,-2.0170315906008,2.07284641687952,-1.77734899519688,2.53064351863097,0.276251559661143,0.318718122715233,0.321782720049034,0.327802464811856,0.35987128691198,0.367861129960817,0.376617122343104,0.381432918153361,0.194726274369894,0.198831144352319,0.18085709603323,0.182480612520604,0.188824315345461,0.197187758641986,0.199639894038147,0.205682331593271,0.16437680067238,0.216028121336062,0.213986414070406,0.217505454235602,0.224485437204775,0.235327511424431,0.238852084671648,0.240412413801498,0.527386263103846,0.562052298288869,0.594109641228602,0.647496392941363,0.662838559246139,0.677162765457168,0.677121195563963,0.676658773770789,0.631018121393609,0.711679484430181,0.762407681634442,0.79844695473536,0.822032232203337,0.832837196194882,0.835953044613373,0.839483229551866,0.490871467336336,0.633509571062939,0.718727341099428,0.781378522417284,0.825488006258507,0.848955520890999,0.855582142628471,0.862202153798441
-1.71486308080004,1.76849870699378,-0.161119017646786,-0.956838985533693,-4.15330395351475,0.207407569555414,0.332289910907777,0.406387496442878,0.477639384453735,0.563885909419259,0.610730468664492,0.612043867521835,0.625834555523937,0.229374407046656,0.363918884997382,0.437338677652922,0.504374856218997,0.561222483480622,0.597283830639999,0.608713686656704,0.618345593089317,0.250726078688173,0.378756063566259,0.465766544883531,0.525817084054709,0.576417119134449,0.608320870066082,0.617231898660496,0.627479166562921,0.54462834380994,0.65298293421948,0.703829261703053,0.754383070901625,0.778106161019945,0.79404915881918,0.799446749694785,0.804168542064769,0.627520218208745,0.711938191556968,0.757933730003298,0.796757422433705,0.82405506027521,0.837278314559132,0.841743568274698,0.844538112804181,0.490412505078332,0.634048804497754,0.724182003655455,0.794213411406024,0.848964020192073,0.878634135875115,0.888353558836789,0.896845304976643
